COMPOUND	COMPOUND_NAME	SMILES
704300	7-(DIMETHYLCARBAMOYLOXY)-6-PHENYLPYRROLO-[2,1-D][1,5]BENZOTHIAZEPINE	CN(C)C(=O)OC1=C(Sc2ccccc2-n3cccc13)c4ccccc4
704301	7-NITROINDAZOLE, SODIUM SALT	[O-][N+](=O)c1cccc2cnn([Na])c12
704302	AH-002	CCC(=O)NC1CCc2cccc(OC)c2C1
704303	ATRASENTAN	CCCCN(CCCC)C(=O)CN1CC(C(C1c2ccc(OC)cc2)C(=O)O)c3ccc4OCOc4c3
703361	DALVASTATIN	Cc1cc(ccc1F)C2=C(C=CC3CC(O)CC(=O)O3)C(C)(C)CC(C)(C)C2
703362	THIOPILOCARPINE	CCC1C(Cc2cncn2C)CSC1=O
703363	ICI-D2138	COC1(CCOCC1)c2cc(F)cc(OCc3ccc4n(C)c(=O)ccc4c3)c2
703364	BW-534U87	Nc1nccc2n(Cc3c(F)cccc3F)nnc12
703365	TERIKALANT FUMARATE	COc1ccc(cc1OC)C2CCN(CCC3CCOc4ccccc34)CC2
703366	EMD-57283	Cn1nc(OC2C(O)C(C)(C)Oc3ccc(C#N)cc23)ccc1=O
703367	ETHYL ICOSAPENTATE	CCOC(=O)CCCC=CCC=CCC=CCC=CCC=CCC
703368	ARBEKACIN SULFATE	NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)CCC2N)C(O)C1OC3OC(CO)C(O)C(N)C3O
705725	HALOPREDONE ACETATE	CC(=O)OCC(=O)C1(CCC2C3CC(F)C4=CC(=O)C(=CC4(C)C3(F)C(O)CC21C)Br)OC(=O)C
705019	ACRISORCIN	CCCCCCc1ccc(O)cc1O.Nc1c2ccccc2nc3ccccc13
705020	AZOTOMYCIN	NC(CCC(=O)NC(CCC(=O)C=[N+]=[N-])C(=O)NC(CCC(=O)C=[N+]=[N-])C(=O)O)C(=O)O
703399	YM-435	Oc1ccc(cc1O)C2CNCc3c(O)c(O)ccc23
703400	FUDOSTEINE	NC(CSCCCO)C(=O)O
703402	N-0923	CCCN(CCc1cccs1)C2CCc3c(O)cccc3C2
703403	DUP-734	Fc1ccc(cc1)C(=O)CC2CCN(CC3CC3)CC2
703216	CGP-36742	CCCCP(=O)(O)CCCN
703217	153721	CC(C)CNc1nc(=O)c2cnn3C(=CCn1c32)c4cccc(c4)C(F)(F)F
703219	DANOFLOXACIN	CN1CC2CC1CN2c3cc4n(cc(C(=O)O)c(=O)c4cc3F)C5CC5
703220	NAD-394	CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(cc3n12)N4CCNCC4
704916	NORLEVORPHANOL	Oc1ccc2CC3NCCC4(CCCCC34)c2c1
704917	PHOSPHORAMIDE MUSTARD	NC1CCCCC1.NP(=O)(O)N(CCCl)CCCl
704918	PENTRINITROL	OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-]
704919	MEXENONE	COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1
704920	FLUOROHYDROXYANDROSTERONE	CC12CCC3C(CCC4CC(=O)C(F)CC43C)C2CCC1O
704921	PARAPROPAMOL	CCC(=O)Nc1ccc(O)cc1
704922	TRETHINIUM TOSILATE	CC[N+]1(C)CCc2ccccc2C1.Cc1ccc(cc1)S(=O)(=O)[O-]
704923	EPITHIAZIDE	NS(=O)(=O)c1cc2c(NC(CSCC(F)(F)F)NS2(=O)=O)cc1Cl
704925	OCTABENZONE	CCCCCCCCOc1ccc(C(=O)c2ccccc2)c(O)c1
704926	PIPAMPERONE	NC(=O)C1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)N3CCCCC3
705715	NOMEGESTROL ACETATE	CC(=O)OC1(CCC2C3C=C(C)C4=CC(=O)CCC4C3CCC21C)C(=O)C
705716	ACRIVASTINE	Cc1ccc(cc1)C(=CCN2CCCC2)c3cccc(C=CC(=O)O)n3
705717	ROSAPROSTOL SODIUM	CCCCCCC1CCC(O)C1CCCCCCC(=O)O
705718	CICLETANINE	Cc1ncc2C(OCc2c1O)c3ccc(Cl)cc3
705720	VESNARINONE	COc1ccc(cc1OC)C(=O)N2CCN(CC2)c3ccc4NC(=O)CCc4c3
705721	NEMONAPRIDE	CNc1cc(OC)c(cc1Cl)C(=O)NC2CCN(Cc3ccccc3)C2C
705723	PROPENTOFYLLINE	CCCn1cnc2n(C)c(=O)n(CCCCC(=O)C)c(=O)c12
705724	UBENIMEX	CC(C)CC(NC(=O)C(O)C(N)Cc1ccccc1)C(=O)O
704202	S-18327	Fc1ccc2c(noc2c1)C3CCN(CCN4CCN(C4=O)c5ccccc5)CC3
703262	MINODRONIC ACID	OC(Cc1cnc2ccccn12)(P(=O)(O)O)P(=O)(O)O
703263	BELOXEPIN	CN1CCC2(O)C(C1)c3cccc(C)c3Oc4ccccc42
703264	PGF2ALPHA-IE	CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)OC(C)C
703266	4'-GALACTOSYLLACTOSE	OCC1OC(OC2C(O)C(O)C(OC3C(O)C(O)C(O)OC3CO)OC2CO)C(O)C(O)C1O
703267	MKC-121	CCCCCCCCCCCCCc1c[nH]c(c1)C(=O)O
703268	PRANAZEPIDE	Fc1ccccc1C2=NC(NC(=O)c3cc4ccccc4[nH]3)C(=O)N5CCc6cccc2c56
703269	ORG-9768	CC1(CN)Cc2ccccc2C1
703270	TN-871	CCCCC1=Cc2cc3OCOc3cc2C1N4CCN(C)CC4
705076	NONAPERONE	Fc1ccc(cc1)C(=O)CCCN2CC3CCC(CC3)C2
705077	ATOLIDE	CCN(CC)c1ccc(NC(=O)c2ccccc2N)c(C)c1
705078	HOMPRENORPHINE	CCC(C)(O)C1CC23C=CC1(OC)C4Oc5c6c(CC3N(CC7CC7)CCC462)ccc5OC
705079	METHIOGUANINE	Cn1c(N)nc2[nH]cnc2c1=S
705080	NIFURSOL	Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)NN=Cc2ccc(o2)[N+](=O)[O-]
705081	OXOGESTONE PHENPROPIONATE	CC(OC(=O)CCc1ccccc1)C2CCC3C4CCC5=CC(=O)CCC5C4CCC23C
703461	BMY-43748	Cc1c(F)c(nc2n(cc(C(=O)O)c(=O)c12)c3ccc(F)cc3F)N4CCC(N)C4
704231	DPP-728	O=C(CNCCNc1ccc(C#N)cn1)N2CCCC2C#N
704233	BAY-38-4766	CN(C)c1cccc2c(cccc12)S(=O)(=O)Nc3ccc(NC(=O)C(C)(C)CO)cc3
704991	SILANDRONE	CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O[Si](C)(C)C
704992	FURAZOLIUM CHLORIDE	[Cl-].[O-][N+](=O)c1ccc(o1)c2csc3NCC[n+]23
704993	AMPYZINE	CN(C)c1cnccn1
704994	FLOXACILLIN	Cc1onc(c1C(=O)NC2C3SC(C)(C)C(N3C2=O)C(=O)O)c4c(F)cccc4Cl
704995	CLOMACRAN	CN(C)CCCC1c2ccccc2Nc3ccc(Cl)cc13
704996	TISOPURINE	Sc1ncnc2[nH]ncc12
704998	BUQUINOLATE	CCOC(=O)c1cnc2cc(OCC(C)C)c(OCC(C)C)cc2c1O
704999	CAPURIDE	CCC(C)C(CC)C(=O)NC(=O)N
705000	NIFURSEMIZONE	CCN(N=Cc1ccc(o1)[N+](=O)[O-])C(=O)N
705797	CLORANOLOL HYDROCHLORIDE	CC(C)(C)NCC(O)COc1cc(Cl)ccc1Cl
705799	MALOTILATE	CC(C)OC(=O)C(=C1SC=CS1)C(=O)OC(C)C
704276	1-(2-TRIFLUOROMETHYLPHENYL)IMIDAZOLE	FC(F)(F)c1ccccc1n2ccnc2
704277	1-(3-PHENYLPROPYL)-4-[2-(3-PYRIDYL)THIAZOLIDIN-4-YLCARBONYL]PIPERAZINE	O=C(C1CSC(N1)c2cccnc2)N3CCN(CCCc4ccccc4)CC3
704278	XAMOTEROL	OC(CNCCNC(=O)N1CCOCC1)COc2ccc(O)cc2
704279	1-(7-CARBOXYHEPTYL)IMIDAZOLE METHYL ESTER	COC(=O)CCCCCCCn1ccnc1
704281	1-EBIO	CCn1c(=O)[nH]c2ccccc12
704282	1-METHYLHISTAMINE DIHYDROCHLORIDE	Cn1cnc(CCN)c1
704283	BP 554 MALEATE	C(COc1ccc2OCOc2c1)CN3CCN(CC3)c4ccccc4
704284	10-[3-(1-PIPERAZINYL)PROPYL]-2-TRIFLUOROMETHYLPHENOTHIAZINE, DIMALEATE	FC(F)(F)c1ccc2Sc3ccccc3N(CCCN4CCNCC4)c2c1
705112	METRIFUDIL	Cc1ccccc1CNc2ncnc3n(cnc23)C4OC(CO)C(O)C4O
703404	E-3330	CCCCCCCCCC(=CC1=C(C)C(=O)C(=C(OC)C1=O)OC)C(=O)O
703405	E-4177	Cc1ccnc2n(Cc3ccc(cc3)c4ccccc4C(=O)O)c(nc12)C5CC5
703406	DOMITROBAN	OC(=O)CCCC=CCC1C(NS(=O)(=O)c2ccccc2)C3CCC1C3
703407	MTHF	CN1C(CNc2ccc(cc2)C(=O)NC(CCC(=O)O)C(=O)O)CNc3[nH]c(N)nc(=O)c13
705851	SULOFENUR	Clc1ccc(NC(=O)NS(=O)(=O)c2ccc3CCCc3c2)cc1
705853	PIROXICAM PIVALATE	CN1C(=C(OC(=O)C(C)(C)C)c2ccccc2S1(=O)=O)C(=O)Nc3ccccn3
705854	YT-146	CCCCCCC#Cc1nc(N)c2ncn(C3OC(CO)C(O)C3O)c2n1
705857	HSR-6071	O=C(Nc1nnn[nH]1)c2cncc(n2)N3CCCC3
705858	CYTOCHALASIN B	CC1C2C(Cc3ccccc3)NC(=O)C42OC(=O)C=CC(O)CCCC(C)CC=CC4C(O)C1=C
705859	CERONAPRIL	NCCCCC(OP(=O)(O)CCCCc1ccccc1)C(=O)N2CCCC2C(=O)O
705860	EMITEFUR	CCOCn1cc(F)c(=O)n(C(=O)c2cccc(c2)C(=O)Oc3nc(OC(=O)c4ccccc4)ccc3C#N)c1=O
704337	BENZETHONIUM CHLORIDE	[Cl-].CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1
704339	BENZOYL PEROXIDE	O=C(OOC(=O)c1ccccc1)c2ccccc2
704304	A-81988	CCCN(Cc1ccc(cc1)c2ccccc2c3nnn[nH]3)c4ncccc4C(=O)O
704305	ABACAVIR	Nc1nc(NC2CC2)c3ncn(C4CC(CO)C=C4)c3n1
704306	CASPASE 8 INHIBITOR	CCC(C)C(NC(=O)C)C(=O)NC(CCC(=O)O)C(=O)NC(C(C)O)C(=O)NC(CC(=O)O)C=O
705052	PROCLONOL	OC(C1CC1)(c2ccc(Cl)cc2)c3ccc(Cl)cc3
705053	CETIEDIL	O=C(OCCN1CCCCCC1)C(C2CCCCC2)c3ccsc3
705054	MELINAMIDE	CCCCCC=CCC=CCCCCCCCC(=O)NC(C)c1ccccc1
705055	D-HOMOSTESTOSTERONE PROPIONATE	CCC(=O)OC1CCCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
705056	OXYRIDAZINE	COc1ccc2Sc3ccccc3N(CCC4CCCCN4C)c2c1
705057	CINPERENE	O=C1CCC(C2CCN(CC=Cc3ccccc3)CC2)(C(=O)N1)c4ccccc4
705058	CLOBUTINOL	CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1
705726	PERFLUAMINE	FC(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
705727	CLORICROMEN	CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1Cl
705728	ZOFENOPRIL	CC(CSC(=O)c1ccccc1)C(=O)N2CC(CC2C(=O)O)Sc3ccccc3
705729	MICINICATE	CC1CC(CC(C)(C)C1)OC(=O)C(OC(=O)c2cccnc2)c3ccccc3
705730	ZALTOPROFEN	CC(C(=O)O)c1ccc2Sc3ccccc3C(=O)Cc2c1
703271	PEROSPIRONE	O=C1C2CCCCC2C(=O)N1CCCCN3CCN(CC3)c4nsc5ccccc45
703272	CLINPROST	CCCCCC(O)C=CC1C(O)CC2C=C(CCCCC(=O)OC)CC12
704203	J-104132	CCCCc1ccc2C(C(C(c2n1)c3ccc(OC)cc3CC(C)C(=O)O)C(=O)O)c4ccc5OCOc5c4
704204	KRP-197	Cc1nccn1CCC(C(=O)N)(c2ccccc2)c3ccccc3
704205	CP-424391 L-TARTRATE	CN1N=C2CCN(CC2(Cc3ccccc3)C1=O)C(=O)C(COCc4ccccc4)NC(=O)C(C)(C)N
704206	AMP-579	CCNC(=O)C1CC(C(O)C1O)n2cnc3c(NC(CC)Cc4sccc4Cl)ccnc23
704208	RIG-200	CC(=O)NC(C(=O)NC1C(OC(=O)C)OC(COC(=O)C)C(OC(=O)C)C1OC(=O)C)C(C)(C)SN=O
704211	VATALANIB	Clc1ccc(Nc2nnc(Cc3ccncc3)c4ccccc24)cc1
704215	NSC-683551	NC(=O)C1=C(O)CC2CC3Cc4cccc(O)c4C(=O)C3=C(O)C2(O)C1=O
704961	LEVOPROPYLCILLIN	CCC(Oc1ccccc1)C(=O)NC2C3SC(C)(C)C(N3C2=O)C(=O)O
704962	SULFAMETOMIDINE	COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1
704963	PHENACTROPINIUM CHLORIDE	[Cl-].C[N+]1(CC(=O)c2ccccc2)C3CCC1CC(C3)OC(=O)C(O)c4ccccc4
703222	DUP-532	CCCc1nc(c(C(=O)O)n1Cc2ccc(cc2)c3ccccc3c4nnn[nH]4)C(F)(F)C(F)(F)F
703223	MIGLUSTAT	CCCCN1CC(O)C(O)C(O)C1CO
703224	TNP-351	Nc1nc(N)c2c(CCCc3ccc(cc3)C(=O)NC(CCC(=O)O)C(=O)O)c[nH]c2n1
703225	NETIVUDINE	CC#Cc1cn(C2OC(CO)C(O)C2O)c(=O)[nH]c1=O
703226	AWD-5239	CN1CC(CC2C1Cc3c[nH]c4cccc2c34)C(=O)N(CCOC(=O)C)CCOC(=O)C
704965	GLAFENINE	OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23
704966	CLONITAZENE	CCN(CC)CCn1c(Cc2ccc(Cl)cc2)nc3cc(ccc13)[N+](=O)[O-]
704967	STREPTONIGRIN	COC1=C(N)C(=O)c2nc(ccc2C1=O)c3nc(C(=O)O)c(C)c(c3N)c4ccc(OC)c(OC)c4O
704968	QUAZODINE	CCc1ncnc2cc(OC)c(OC)cc12
704927	FENBENICILLIN	CC1(C)SC2C(NC(=O)C(Oc3ccccc3)c4ccccc4)C(=O)N2C1C(=O)O
704928	ETOGLUCID	C(COCCOCC1CO1)OCCOCC2CO2
704929	PERLAPINE	CN1CCN(CC1)C2=Nc3ccccc3Cc4ccccc24
704930	SULFASYMAZINE	CCc1nc(CC)nc(NS(=O)(=O)c2ccc(N)cc2)n1
703308	KB-5492	COc1ccc(OC(=O)CN2CCN(Cc3cc(OC)c(OC)c(OC)c3)CC2)cc1
703310	NSC-640488	Cc1ccc2c(=O)c3cccc(CC(=O)O)c3oc2c1C
702361	RENZAPRIDE	COc1cc(N)c(Cl)cc1C(=O)NC2CCN3CCCC2C3
702362	BISARAMIL	CCN1CC2CN(C)CC(C1)C2OC(=O)c3ccc(Cl)cc3
701574	PYRIDARONE	c1c(oc2ccccc12)c3ccncc3
701575	CHLORODIHYDROXYANDROSTENONE	CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(Cl)C(O)CC21C
701576	NAPHTHONONE	Oc1ccc2ccccc2c1C3CCCCC3=O
701577	METOQUIZINE	CN1CC(CC2C1Cc3cn(C)c4cccc2c34)NC(=O)n5nc(C)cc5C
701578	TOQUIZINE	CCn1cc2CC3C(CC(CN3C)NC(=O)n4nc(C)cc4C)c5cccc1c25
701579	DIMETHYLHYDROXYTESTOSTERONE	CC1=C2CCC3C4CCC(C)(O)C4(C)CC(O)C3C2(C)CCC1=O
701580	FLUTIAZIN	OC(=O)c1cccc2Sc3ccc(cc3Nc12)C(F)(F)F
705100	TRIFLUBAZAM	CN1C(=O)CC(=O)N(c2ccccc2)c3cc(ccc13)C(F)(F)F
705101	BENAPRYZINE	CCCN(CC)CCOC(=O)C(O)(c1ccccc1)c2ccccc2
705102	CLOBUZARIT	CC(C)(OCc1ccc(cc1)c2ccc(Cl)cc2)C(=O)O
705103	TIOCLOMAROL	OC(CC(c1ccc(Cl)s1)c2c(O)c3ccccc3oc2=O)c4ccc(Cl)cc4
705104	PROQUAZONE	CC(C)n1c(=O)nc(c2ccccc2)c3ccc(C)cc13
705105	BENZNIDAZOLE	[O-][N+](=O)c1nccn1CC(=O)NCc2ccccc2
705106	LOFEPRAMINE	CN(CCCN1c2ccccc2CCc3ccccc13)CC(=O)c4ccc(Cl)cc4
703450	GADOBUTROL	[Gd+3].OCC(O)C(CO)N1CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC1
703451	OPC-21268	CC(=O)NCCCOc1ccc(cc1)C(=O)N2CCC(CC2)N3C(=O)CCc4ccccc34
703452	APTIGANEL	CCc1cccc(c1)N(C)C(=N)Nc2cccc3ccccc23
703453	KSG-504	CCCCCN(CCCOC)C(=O)C(CCC(=O)O)CS(=O)(=O)c1ccc2ccccc2c1
703454	AN-9	CCCC(=O)OCOC(=O)C(C)(C)C
703456	CI-972	Nc1[nH]c2c(=O)[nH]c(N)nc2c1Cc3ccsc3
703457	DARBUFELONE	CC(C)(C)c1cc(C=C2SC(=NC2=O)N)cc(c1O)C(C)(C)C
703458	CL-275838	FC(F)(F)c1cccc(c1)C2=CCN(C(=O)CN3CCN(Cc4ccccc4)CC3)c5c(C#N)cnn25
705816	SDZ-210-086	CC1OCC2(CCN(C)CC2)O1
704221	SUN-N4057	ClC1=COc2ccccc2C(=O)N1CCCCN3CCC(=CC3)c4ccccn4
704223	NOSCAPINE	COc1ccc2C(OC(=O)c2c1OC)C3N(C)CCc4cc5OCOc5c(OC)c34
704225	BN-80915	CCC1(O)CC(=O)OCc2c1cc3-c4nc5cc(F)c(F)cc5cc4Cn3c2=O
704226	TRAVOPROST	CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc2cccc(c2)C(F)(F)F
704976	FOSFONET	OC(=O)CP(=O)(O)O
704978	SOLYPERTINE	COc1ccccc1N2CCN(CCc3c[nH]c4cc5OCOc5cc34)CC2
705113	MIDAFLUR	NC1=NC(NC1(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F
705114	FLOCTAFENINE	OCC(O)COC(=O)c1ccccc1Nc2ccnc3c(cccc23)C(F)(F)F
705115	CINEPAZET	CCOC(=O)CN1CCN(CC1)C(=O)C=Cc2cc(OC)c(OC)c(OC)c2
705116	MEPRAMIDIL	COc1cc(cc(OC)c1OC)C(=O)OCCCNCCC(c2ccccc2)c3ccccc3
705117	TREBENZOMINE	CC1Oc2ccccc2CC1N(C)C
705118	GUANOXABENZ	ONC(=N)NN=Cc1c(Cl)cccc1Cl
705119	TINORIDINE	CCOC(=O)c1c(N)sc2CN(Cc3ccccc3)CCc12
705120	CARBOQUONE	COC(COC(=O)N)C1=C(N2CC2)C(=O)C(=C(N3CC3)C1=O)C
705121	ALGESTONE ACETOPHENIDE	CC(=O)C12OC(C)(OC2CC3C4CCC5=CC(=O)CCC5(C)C4CCC31C)c6ccccc6
703463	CARBONYL IRON	[Fe].C=O.C=O.C=O.C=O.C=O
703465	PIRSIDOMINE	COc1ccc(cc1)C(=Nc2c[n+](no2)N3C(C)CCCC3C)[O-]
703468	NEXOPAMIL HYDROCHLORIDE	CCCCCCN(C)CCCC(C#N)(C(C)C)c1cc(OC)c(OC)c(OC)c1
703469	N-0861	Cn1cnc2c(NC3CC4CCC3C4)ncnc12
703470	ZY-15106	CC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O
703472	VAMICAMIDE	CC(CC(C(=O)N)(c1ccccc1)c2ccccn2)N(C)C
708026	ICX5609066	Cc1cc2c(cc1C3(CC3)c4ccc(cn4)C(=O)O)C(C)(C)CCC2(C)C
705833	IOVERSOL	OCCN(C(=O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I
705834	AFLOQUALONE	Cc1ccccc1n2c(CF)nc3ccc(N)cc3c2=O
705835	LINTOPRIDE	CCN1CCN=C1CNC(=O)c2cc(Cl)c(N)cc2OC
705001	GLYPARAMIDE	CN(C)c1ccc(NC(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1
705002	THIAMIPRINE	Cn1cnc([N+](=O)[O-])c1Sc2nc(N)nc3[nH]cnc23
705003	AMOTRIPHENE	COc1ccc(cc1)C(=C(c2ccc(OC)cc2)c3ccc(OC)cc3)CN(C)C
705004	ALTHIAZIDE	NS(=O)(=O)c1cc2c(NC(CSCC=C)NS2(=O)=O)cc1Cl
705005	CINTRIAMIDE	COc1cc(C=CC(=O)N)cc(OC)c1OC
703384	SAFIRONIL	COCCCNC(=O)c1ccnc(c1)C(=O)NCCCOC
703385	DROSPIRENONE	CC12CCC3C(C4CC4C5=CC(=O)CCC35C)C2C6CC6C71CCC(=O)O7
703387	192C86	CCN1C2CC(CC2N(NC=C(O)C3CCCCC3)C1=O)SCCCC(=O)O
703389	NALTIAZEM HYDROCHLORIDE	COc1ccc(cc1)C2Sc3c(ccc4ccccc34)N(CCN(C)C)C(=O)C2OC(=O)C
704285	2',5'-DIDEOXYADENOSINE	CC1OC(CC1O)n2cnc3c(N)ncnc23
704286	PROPOFOL	CC(C)c1cccc(C(C)C)c1O
704287	DIPPA	CN(C(CN1CCCC1)c2cccc(N=C=S)c2)C(=O)Cc3ccc(Cl)c(Cl)c3
705731	DOXOFYLLINE	Cn1c(=O)n(C)c2ncn(CC3OCCO3)c2c1=O
705732	CLOBENOSIDE	CCCOC1C(O)C(OCC)OC1C(COCc2ccc(Cl)cc2)OCc3ccc(Cl)cc3
705733	TIANEPTINE SODIUM	CN1c2ccccc2C(NCCCCCCC(=O)O)c3ccc(Cl)cc3S1(=O)=O
705734	BUTIBUFEN	CCC(C(=O)O)c1ccc(CC(C)C)cc1
703408	CDB-2914	CN(C)c1ccc(cc1)C2CC3(C)C(CCC3(OC(=O)C)C(=O)C)C4CCC5=CC(=O)CCC5=C24
703413	THIOCTIC ACID	OC(=O)CCCCC1CCSS1
705771	PROPAFENONE	CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2
705772	MENADIOL SODIUM DIPHOSPHATE	Cc1cc(OP(=O)(=O)O)c2ccccc2c1OP(=O)(=O)O
705773	CANRENONE	CC12CCC3C(C=CC4=CC(=O)CCC34C)C2CCC51CCC(=O)O5
705776	ALVERINE CITRATE	CCN(CCCc1ccccc1)CCCc2ccccc2
705778	CEFTERAM PIVOXIL	CON=C(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)Cn3nnc(C)n3)c4csc(N)n4
705779	SUPLATAST TOSILATE	CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1.Cc1ccc(cc1)S(=O)(=O)[O-]
704340	PHENYL 4-HYDROXYBENZOATE	Oc1ccc(cc1)C(=O)Oc2ccccc2
704341	BEPRIDIL	CC(C)COCC(CN(Cc1ccccc1)c2ccccc2)N3CCCC3
704343	BETA-CAROTENE	CC(=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C)C=CC=C(C)C=CC2=C(C)CCCC2(C)C
704344	BETAINE	C[N+](C)(C)CC(=O)[O-]
704345	BETAXOLOL	CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
704346	BIBP-3226	NC(=N)NCCCC(NC(=O)C(c1ccccc1)c2ccccc2)C(=O)NCc3ccc(O)cc3
704348	BIPERIDEN	OC(CCN1CCCCC1)(C2CC3CC2C=C3)c4ccccc4
704350	ETONITAZENE	CCOc1ccc(Cc2nc3cc(ccc3n2CCN(CC)CC)[N+](=O)[O-])cc1
704351	BMS-182874	CN(C)c1cccc2c(cccc12)S(=O)(=O)Nc3onc(C)c3C
705059	ETHONAM	CCOC(=O)c1cncn1C2CCCc3ccccc23
705060	AMFONELIC ACID	CCn1cc(C(=O)O)c(=O)c2ccc(Cc3ccccc3)nc12
705061	BELOXAMIDE	CC(=O)N(CCCc1ccccc1)OCc2ccccc2
705062	BEZITRAMIDE	CCC(=O)n1c(=O)n(C2CCN(CCC(C#N)(c3ccccc3)c4ccccc4)CC2)c5ccccc15
705063	CYCLEXANONE	O=C1CCCC1(CCN2CCOCC2)C3=CCCC3
705065	THYROMEDAN	CCN(CC)CCOC(=O)Cc1cc(I)c(Oc2ccc(OC)c(I)c2)c(I)c1
705066	FERROTRENINE	CC=NC(C(C)O)C(=O)O[Fe]OC(=O)C(N=CC)C(C)O
703446	YM17K	CCC1OC(=O)CCC(C)C(OC2OC(C)CC(C2O)N(C)C)C(CC=O)CC(C)C(=O)C=CC(=CC1CO)C
704979	FLUNISOLIDE ACETATE	CC(=O)OCC(=O)C12OC(C)(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC31C
704980	FENALAMIDE	CCOC(=O)C(CC)(C(=O)NCCN(CC)CC)c1ccccc1
704981	PENTAMOXANE	CC(C)CCNCC1COc2ccccc2O1
704982	CLODAZON	CN(C)CCCn1c(=O)n(c2ccccc2)c3cc(Cl)ccc13
704269	MAP4	CC(N)(CCP(=O)(O)O)C(=O)O
704270	(S)-3-HYDROXYPHENYLGLYCINE	NC(C(=O)O)c1cccc(O)c1
704271	(S)-4-CARBOXYPHENYLGLYCINE	NC(C(=O)O)c1ccc(cc1)C(=O)O
704272	(S)-5-IODOWILLARDIINE	NC(Cn1cc(I)c(=O)[nH]c1=O)C(=O)O
704273	(S)-HOMOQUISQUALIC ACID	NC(CCn1oc(=O)[nH]c1=O)C(=O)O
704274	DHBP DIBROMIDE	[Br-].[Br-].CCCCCCC[n+]1ccc(cc1)c2cc[n+](CCCCCCC)cc2
704275	1,3-DIPROPYL-8-PHENYLXANTHINE	CCCn1c(=O)n(CCC)c2[nH]c(nc2c1=O)c3ccccc3
705021	PREDNISOLONE TEBUTATE	CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C
705022	PENTAPIPERIUM METHYLSULFATE	CCC(C)C(C(=O)OC1CC[N+](C)(C)CC1)c2ccccc2.COS(=O)(=O)[O-]
705024	RIBOPRINE	CC(=CCNc1ncnc2n(cnc12)C3OC(CO)C(O)C3O)C
705107	FECLOBUZONE	CCCCC1(COC(=O)c2ccc(Cl)cc2)C(=O)N(N(C1=O)c3ccccc3)c4ccccc4
705108	METHYNODIOL DIACETATE	CC1CC2(C)C(CCC2(OC(=O)C)C#C)C3CCC4=CC(CCC4C13)OC(=O)C
705110	PROSPIDIUM CHLORIDE	[Cl-].[Cl-].OC(CCl)CN1CC[N+]2(CC1)CC[N+]3(CCN(CC(O)CCl)CC3)CC2
705111	INOSINE DIALDEHYDE	OCC(OC(C=O)n1cnc2c(=O)nc[nH]c12)C=O
703492	SDZ-FOX-988	CON=C(OC(=O)c1ccc(cc1)C(=O)C(C)(C)C)c2ccc(cc2)C(=O)C(C)(C)C
703493	IS-741	CCS(=O)(=O)Nc1ncc(cc1NC(=O)C2CCCCC2)C(F)(F)F
703494	SUN-9221	CN1CCC(=NO)c2ccn(CCCCN3CCC(CC3)C(=O)c4ccc(F)cc4)c2C1=O
703495	SK&F-97426A	[Cl-].CCC(C)(C)C(=O)OCCCCCCCCCCC[N+](C)(C)C.CCC(C)(C)C(=O)OCCOC(=O)C(C)(C)CC
